TrackName,Artist,SongID,IMG,SongURL,Preview,Energy,Danceability,Valence
Smoothe Suburban Forest Rain 2,Mori Desu,2BhG0szLZb5rqpIdXu0hGh,https://i.scdn.co/image/ab67616d0000b27344d7373516279bad0cdec5c4,https://open.spotify.com/track/2BhG0szLZb5rqpIdXu0hGh,https://p.scdn.co/mp3-preview/2e7b227fbb51a6108f1286e701538d489038994c?cid=4598e66debe040afa4e5e77d7f33ee1d,0.996,0.191,1e-05
Bird Life,Beyond North,5I9JyCa5yjW8p3K5CUXIrH,https://i.scdn.co/image/ab67616d0000b2734a6313e80ba304d452aca7d5,https://open.spotify.com/track/5I9JyCa5yjW8p3K5CUXIrH,https://p.scdn.co/mp3-preview/13b326d15675fe85d2cb8e0eb751f8e7f97de5a4?cid=4598e66debe040afa4e5e77d7f33ee1d,0.739,0.277,0.0385
Light Forest Rain 2,Smoothe Sounds,0sHQko0MGE4c2RzGQ9BjX6,https://i.scdn.co/image/ab67616d0000b273fc5f1719076b8910e42f2c4d,https://open.spotify.com/track/0sHQko0MGE4c2RzGQ9BjX6,https://p.scdn.co/mp3-preview/5b04e999d2974042cd20aead53b9dbb6e02329e4?cid=4598e66debe040afa4e5e77d7f33ee1d,0.999,0.262,0.00477
Suburban Forest Rain 2,Aquagirl,0rtT2DmXIcwqpcXVrX6C7V,https://i.scdn.co/image/ab67616d0000b27352873ee31d3e9e1722d97f95,https://open.spotify.com/track/0rtT2DmXIcwqpcXVrX6C7V,https://p.scdn.co/mp3-preview/6ca99c75dbaecf4edbe2963c5ff857ce08a6e37a?cid=4598e66debe040afa4e5e77d7f33ee1d,0.96,0.167,0.0222
Forest Rain Frogs,Natsound,3gqUeE0MqS4I9caAXmYnMY,https://i.scdn.co/image/ab67616d0000b273bd37d33071f2758146233b79,https://open.spotify.com/track/3gqUeE0MqS4I9caAXmYnMY,https://p.scdn.co/mp3-preview/e71023cce652067f030f0134cbdbc5c4babc0795?cid=4598e66debe040afa4e5e77d7f33ee1d,0.987,0.0947,1e-05
River Close with Birds - River,Dozy Sounds,2KdUMPBKthc1lz3DascPlE,https://i.scdn.co/image/ab67616d0000b2732b13f4a461ec7fa79c493e2c,https://open.spotify.com/track/2KdUMPBKthc1lz3DascPlE,https://p.scdn.co/mp3-preview/33bb83a3c32cc865c6b39d31b83f7179505e4796?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.291,0.00883
Birds Of the Rainforest,Lively Nature Sounds,4KbwasB5txiAwLRFQsrZ07,https://i.scdn.co/image/ab67616d0000b2730e6575b3a4bc079d519f5550,https://open.spotify.com/track/4KbwasB5txiAwLRFQsrZ07,https://p.scdn.co/mp3-preview/53ece13d111cc77d1a71f76fcf16ffeb062392df?cid=4598e66debe040afa4e5e77d7f33ee1d,0.935,0.132,0.0194
Rainbow Birds,Feathern,23zePFyNcPwF4kJso7fvdL,https://i.scdn.co/image/ab67616d0000b2732b9444c65359fa9df29f23dc,https://open.spotify.com/track/23zePFyNcPwF4kJso7fvdL,https://p.scdn.co/mp3-preview/2bbbc579057432a5721d0568b1f032d57e45d044?cid=4598e66debe040afa4e5e77d7f33ee1d,0.997,0.148,1e-05
Light Forest Rain Long,Smoothe Sounds,3TOdrkKf8QAZhIdpmU6ebO,https://i.scdn.co/image/ab67616d0000b273fc5f1719076b8910e42f2c4d,https://open.spotify.com/track/3TOdrkKf8QAZhIdpmU6ebO,https://p.scdn.co/mp3-preview/0dac17d6a81c2fd9d75ca6b4604cb70680b32632?cid=4598e66debe040afa4e5e77d7f33ee1d,0.989,0.106,0.00503
Medium Rain on Bedroom Window,Ambiworld,5aVBGmsRjiCR6BYUzfZ2ci,https://i.scdn.co/image/ab67616d0000b273a882c8c180c302e3513d170a,https://open.spotify.com/track/5aVBGmsRjiCR6BYUzfZ2ci,https://p.scdn.co/mp3-preview/379b81653bb38855117c3b789ff1e4f1b8b790fe?cid=4598e66debe040afa4e5e77d7f33ee1d,0.993,0.0577,1e-05
