TrackName,Artist,SongID,IMG,SongURL,Preview,Energy,Danceability,Valence
Pong Dang,CHEEZE,1z4RuGHHajj2eRK8IMbxMw,https://i.scdn.co/image/ab67616d0000b2731f73c810f83edc1ce384577a,https://open.spotify.com/track/1z4RuGHHajj2eRK8IMbxMw,https://p.scdn.co/mp3-preview/c28f173a71579e172445eab812cbf1f8ef097566?cid=4598e66debe040afa4e5e77d7f33ee1d,0.566,0.767,0.876
NDGGA,meenoi,15beUhJeOn4YdMOYW34AVJ,https://i.scdn.co/image/ab67616d0000b2735b14a6293f032c13a9ac64ef,https://open.spotify.com/track/15beUhJeOn4YdMOYW34AVJ,https://p.scdn.co/mp3-preview/8b894990c6b6ee1ce661e1d9796e05a3ba37067e?cid=4598e66debe040afa4e5e77d7f33ee1d,0.381,0.749,0.516
Telepathy,"Yang Yoseob, EUNHA",1xbxSb7zTHysqWZmjFdJ2n,https://i.scdn.co/image/ab67616d0000b2736b9cbf1a4f9cad4be41ae18b,https://open.spotify.com/track/1xbxSb7zTHysqWZmjFdJ2n,https://p.scdn.co/mp3-preview/54802556f4026d66dd66ad36762e474f8684c3d6?cid=4598e66debe040afa4e5e77d7f33ee1d,0.752,0.711,0.44
Actor (Feat. pH-1),"BIG Naughty, pH-1",35vGPMlJwGQeBPzjJAZMW5,https://i.scdn.co/image/ab67616d0000b273f7f424835917fbc40ca79456,https://open.spotify.com/track/35vGPMlJwGQeBPzjJAZMW5,https://p.scdn.co/mp3-preview/dbf31cdd30f5189c49091f1f2ecd7fbb01c27838?cid=4598e66debe040afa4e5e77d7f33ee1d,0.742,0.589,0.325
Your name,JOY,0gblvM8zgTe3d4WSYeamBI,https://i.scdn.co/image/ab67616d0000b273fd82d83000eac5d276fa0d96,https://open.spotify.com/track/0gblvM8zgTe3d4WSYeamBI,https://p.scdn.co/mp3-preview/480aad7ed1d0009e362928f49530c315625134fe?cid=4598e66debe040afa4e5e77d7f33ee1d,0.54,0.544,0.369
I Study You,SORAN,0KjzuciHomg603Pk1n64R9,https://i.scdn.co/image/ab67616d0000b273afdd09eab8feaee555a25781,https://open.spotify.com/track/0KjzuciHomg603Pk1n64R9,https://p.scdn.co/mp3-preview/001d9cb8a61cec1198154ea1577037de338ac6f2?cid=4598e66debe040afa4e5e77d7f33ee1d,0.44,0.852,0.77
Full of You,HAE YOON (Cherry Bullet),0VSh0IcBr84KLQiSqTwpDH,https://i.scdn.co/image/ab67616d0000b273c478fa249299549a02c07524,https://open.spotify.com/track/0VSh0IcBr84KLQiSqTwpDH,https://p.scdn.co/mp3-preview/2d9bb8abd9303ec60a99d5eda85766b3a9162eb3?cid=4598e66debe040afa4e5e77d7f33ee1d,0.77,0.473,0.375
Imagine Love,MIYEON,6mjhtxtQab50DeMnphYDjy,https://i.scdn.co/image/ab67616d0000b2730f4744e44ae95f1e44ab972f,https://open.spotify.com/track/6mjhtxtQab50DeMnphYDjy,https://p.scdn.co/mp3-preview/faf8b16cf7ef8d095c0059b94706b25117dfce2d?cid=4598e66debe040afa4e5e77d7f33ee1d,0.37,0.648,0.307
UH-RA? (feat. dress),"CHOI YOOJUNG, Ahn byeong woong, dress",7nqpSc48taCt7DpPX8XTI9,https://i.scdn.co/image/ab67616d0000b273ad5b9ee41923d87306c81dd9,https://open.spotify.com/track/7nqpSc48taCt7DpPX8XTI9,https://p.scdn.co/mp3-preview/691c4857a3cc1407be9588df9e4dc67aecef9778?cid=4598e66debe040afa4e5e77d7f33ee1d,0.506,0.466,0.242
Should Not Love You,DINDIN,0Er9o2H59VVOmgMB4VG4fk,https://i.scdn.co/image/ab67616d0000b27374971a0f11e5e5b9791c25bf,https://open.spotify.com/track/0Er9o2H59VVOmgMB4VG4fk,https://p.scdn.co/mp3-preview/44520d1ad0beba05e10b823f97a214b58ef670af?cid=4598e66debe040afa4e5e77d7f33ee1d,0.779,0.691,0.659
